Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Price range,Aggregate rating,Rating text,cost type
Bapu Ki Kutia,Bhopal,"Behind Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal","North Indian, Chinese, South Indian, Fast Food",550,2,3.5,Good,average
Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal","Pizza, Italian, Fast Food",500,2,3.6,Good,average
Papa Mexicano,Bhopal,"R-24, Zone II, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal","Fast Food, Mexican, Tex-Mex",350,2,3.6,Good,average
Bake N Shake,Bhopal,"Near Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",Fast Food,500,2,4.1,Very Good,average
Manohar Dairy And Restaurant,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal","North Indian, South Indian, Street Food, Bakery",400,2,4.4,Very Good,average
Manohar Dairy And Restaurant,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Peer Gate Area,"Peer Gate Area, Bhopal","North Indian, South Indian, Street Food, Bakery",400,2,4.1,Very Good,average
Kebabsville - Sayaji Hotel,Bhopal,"A-3,Van Vihar Road, Prempura, TT Nagar, Bhopal",Sayaji Hotel,"Sayaji Hotel, Bhopal",North Indian,1800,4,4.3,Very Good,expensive
Indian Coffee House,Bhopal,"Near Apex Bank, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal",South Indian,500,2,3.9,Good,average
The Urban Socialite,Bhopal,"Hotel Lake View Ashoka, 5th Floor, Shyamla Hills, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal","Italian, Mexican, Chinese",900,3,3.8,Good,expensive
Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal",Fast Food,500,2,4.3,Very Good,average
Tyre Patty,Bhubaneshwar,"3rd Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar","BMC Bhawani Mall, Sahid Nagar","BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",Cafe,500,2,3.9,Good,average
Silver Streak,Bhubaneshwar,"Ground Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar","BMC Bhawani Mall, Sahid Nagar","BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",Chinese,550,2,4.1,Very Good,average
Barbeque Nation,Bhubaneshwar,"Plot 12-13/557, 3rd Floor, Mauza Samantapuri,Gajapati Nagar, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar","Mediterranean, Asian, Continental, North Indian, Arabian",1200,3,4.6,Excellent,expensive
Central Perk 7,Bhubaneshwar,"Plot 133/A, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar","Cafe, Charcoal Grill, Steak",600,2,4.5,Excellent,average
The Chicken Dinesty,Bhubaneshwar,"District Center, Niladri Vihar Road, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar","Fast Food, North Indian, Chinese",500,2,3.9,Good,average
Taste Of China,Bhubaneshwar,"139, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar",Chinese,500,2,4,Very Good,average
Michael's Kitchen,Bhubaneshwar,"7798, Sainik School Road, Gajapati Nagar, Bhubaneswar, Gajapati Nagar, Bhubaneshwar",Gajapati Nagar,"Gajapati Nagar, Bhubaneshwar","North Indian, Asian, European",850,2,3.7,Good,expensive
Mamma Mia - Mayfair Lagoon,Bhubaneshwar,"Mayfair Lagoon, 8-B, Jayadev Vihar, Bhubaneshwar","Mayfair Lagoon, Jayadev Vihar","Mayfair Lagoon, Jayadev Vihar, Bhubaneshwar","Cafe, Italian, Mexican, Bakery",1400,3,4.1,Very Good,expensive
99 North Restaurant,Bhubaneshwar,"B36, Chandaka Industrial Estate, Near CTTC, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","North Indian, Chinese",450,1,3.6,Good,average
Adda,Bhubaneshwar,"4th Floor, SJ Complex, KIIT College Road, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","North Indian, Chinese, Mexican, Beverages",600,2,3.8,Good,average
Chill Ummm,Bhubaneshwar,"DS Tower, 2nd Floor, Plot 516/1763/4177, Near Big Bazar, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","Chinese, North Indian, Cafe",450,1,3.7,Good,average
Lal Qila,Bhubaneshwar,"Sampark Vihar, Opposite Big Bazaar, KIIT Square, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","Mughlai, Chinese, North Indian",500,2,3.7,Good,average
Richard's Kitchen & Coffee Bar,Bhubaneshwar,"Rooftop Bata Showroom, KIIT Square, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","Cafe, Chinese, Fast Food, Seafood",450,1,3.8,Good,average
Aangan Horizon,Bhubaneshwar,"Above Patia Pantaloons, Nandankanan Road, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","North Indian, Chinese, Continental",900,2,4,Very Good,expensive
Brewberrys The Coffee Bar,Bhubaneshwar,"3, Infocity Road, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar",Cafe,400,1,4,Very Good,average
Chai Break,Bhubaneshwar,"KIIT Road, PS Plaza, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","Italian, Cafe, Chinese, Continental",800,2,4.3,Very Good,expensive
JUGAAD JN.,Bhubaneshwar,"KIIT Road, Opposite SBI, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar","North Indian, Rajasthani",300,1,4.1,Very Good,average
Cha cTea,Bhubaneshwar,"797, Near Shivam Honda Showroom, Sahid Nagar, Bhubaneshwar",Sahid Nagar,"Sahid Nagar, Bhubaneshwar","Cafe, Tea",500,2,3.8,Good,average
Food Fever,Bhubaneshwar,"A-54, Opposite Law University, Sahid Nagar, Bhubaneshwar",Sahid Nagar,"Sahid Nagar, Bhubaneshwar","Chinese, North Indian",900,2,4.2,Very Good,expensive
Mainland China,Bhubaneshwar,"The Crown, A1, Near IRC Village, Nayapalli, Bhubaneshwar","The Crown, Nayapalli","The Crown, Nayapalli, Bhubaneshwar",Chinese,1500,3,4.3,Very Good,expensive
Eram Rooftop,Bhubaneshwar,"206, 3rd Floor, Suryansh Enclave, Shastri Nagar, Unit 4, Bhubaneshwar",Unit 4,"Unit 4, Bhubaneshwar","Asian, Continental",400,1,3.5,Good,average
The Night Factory,Chandigarh,"Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh Industrial Area,"Chandigarh Industrial Area, Chandigarh","North Indian, Chinese, Continental, Pizza",850,2,3.7,Good,expensive
Brooklyn Central,Chandigarh,"Courtyard, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh","American, Cafe",1600,3,4.2,Very Good,expensive
Chili's,Chandigarh,"312 B, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh","Mexican, American, Italian",1400,3,4.3,Very Good,expensive
Kylin Experience,Chandigarh,"312 A, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh","Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,3,4.1,Very Good,expensive
Mocha,Chandigarh,"Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh","Continental, Italian, Thai, Finger Food",1400,3,4,Very Good,expensive
Pirates of Grill,Chandigarh,"313, Third Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh","North Indian, Continental, Asian",1200,3,4,Very Good,expensive
Barbeque Nation,Chandigarh,"SCO 39, Madhya Marg, Sector 26, Chandigarh",Sector 26,"Sector 26, Chandigarh","North Indian, Chinese",1300,3,4.5,Excellent,expensive
TGI Friday's,Chandigarh,"SCO 51, Madhya Marg, Sector 26, Chandigarh",Sector 26,"Sector 26, Chandigarh","American, Tex-Mex",1800,3,4.3,Very Good,expensive
Pal Dhaba,Chandigarh,"SCO 151 & 152, Sector 28 D, Sector 28, Chandigarh",Sector 28,"Sector 28, Chandigarh",North Indian,700,2,3.8,Good,expensive
Midnight Chef,Chandigarh,"SCO 329-332, Sector 35B, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh","North Indian, Chinese, Continental, Italian, Burger",1000,3,3.4,Average,expensive
Nik Baker's,Chandigarh,"SCO 441 & 442, Sector 35 C, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh","Bakery, Desserts, Cafe",650,2,4.1,Very Good,average
OvenFresh,Chandigarh,"SCO 437 & 438, Sector 35 C, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh","Cafe, Bakery",650,2,4.1,Very Good,average
Super Donuts,Chandigarh,"SCO 446 Sector 35 C, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh","Burger, Fast Food, Desserts, Beverages",450,1,4,Very Good,average
Taco Bell,Chandigarh,"SCO 453-454, Sector 35C, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh","Mexican, Fast Food",600,2,4.2,Very Good,average
Karim's,Chandigarh,"SCO 33, Madhya Marg, Sector 7, Chandigarh",Sector 7,"Sector 7, Chandigarh","Mughlai, North Indian",800,2,3.3,Average,expensive
Virgin Courtyard,Chandigarh,"Backside, SCO 1A, Madhya Marg, Sector 7, Chandigarh",Sector 7,"Sector 7, Chandigarh",Italian,2200,4,4.4,Very Good,expensive
Burgrill,Chandigarh,"Booth 70, Sector 8, Chandigarh",Sector 8,"Sector 8, Chandigarh","Burger, Fast Food",500,2,4.5,Excellent,average
Uncle Jack's,Chandigarh,"Booth 11, Sector 8, Chandigarh",Sector 8,"Sector 8, Chandigarh","Desserts, American",600,2,4,Very Good,average
That Madras Place,Chennai,"34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai",Adyar,"Adyar, Chennai","European, Italian, Desserts",800,2,4.2,Very Good,expensive
Haunted,Chennai,"273, F13, New Number 71, 2nd Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Anna Nagar East, Chennai","North Indian, Chinese, Arabian",800,2,3.8,Good,expensive
Pantry d'or,Chennai,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Anna Nagar East, Chennai","Continental, Cafe, Italian, Desserts",750,2,4.4,Very Good,expensive
Palmshore,Chennai,"95, Jawaharlal Nehru Salai, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,"Ashok Nagar, Chennai","North Indian, Mughlai, Chinese, South Indian",850,2,4.2,Very Good,expensive
Chili's,Chennai,"49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai","Express Avenue Mall,  Royapettah","Express Avenue Mall,  Royapettah, Chennai","Mexican, American, Tex-Mex, Burger",1700,3,4.8,Excellent,expensive
Writer's Cafe,Chennai,"98, Peter's Road, Behind Philip's Service Centre, Gopalapuram, Chennai",Gopalapuram,"Gopalapuram, Chennai","Cafe, European",450,1,4.2,Very Good,average
Fusilli Reasons,Chennai,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Kilpauk,"Kilpauk, Chennai",Italian,350,1,4.6,Excellent,average
Ciclo Cafe,Chennai,"47, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,"Kotturpuram, Chennai","Cafe, Continental",1100,3,4.1,Very Good,expensive
Kaidi Kitchen,Chennai,"20/3, Bishop Wallers Avenue, Mylapore, Chennai",Mylapore,"Mylapore, Chennai","Italian, Mexican, Chinese, Thai, North Indian",1500,3,4,Very Good,expensive
Bombay Brasserie,Chennai,"3, College Lane, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai",North Indian,1200,3,4.6,Excellent,expensive
Maplai,Chennai,"14, Sterling Avenue, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai","South Indian, Chettinad",1000,3,4.2,Very Good,expensive
Paradise,Chennai,"392, Anjali Devi Towers Kandanchavadi, OMR, Perungudi, Chennai",Perungudi,"Perungudi, Chennai","Biryani, North Indian",900,2,3.8,Good,expensive
L'amandier,Chennai,"57, 2nd Main Road, RA Puram, Chennai",RA Puram,"RA Puram, Chennai","European, Cafe, Italian",1200,3,4.3,Very Good,expensive
Palmshore,Chennai,"Plot 8, Park Dugar, Mount Poonamallee High Road, Ramapuram, Chennai",Ramapuram,"Ramapuram, Chennai","North Indian, Mughlai, Chinese, South Indian",850,2,4.4,Very Good,expensive
Palmshore,Chennai,"111/108, Santhome High Road, Foreshore Estate, Santhome, Chennai",Santhome,"Santhome, Chennai","North Indian, Mughlai, Chinese, South Indian",850,2,4.3,Very Good,expensive
Basil With A Twist,Chennai,"58-A, Habibullah Road, T. Nagar, Chennai",T. Nagar,"T. Nagar, Chennai","Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1500,3,4.5,Excellent,expensive
Barbeque Nation,Chennai,"Shri Devi Park Hotel, 1, Hanumantha Road, North Usman Road, T. Nagar, Chennai",T. Nagar,"T. Nagar, Chennai","North Indian, Continental",2000,4,4.4,Very Good,expensive
AB's - Absolute Barbecues,Chennai,"Velachery Tharamani Link Road, Opposite TCS, Velachery, Chennai",Velachery,"Velachery, Chennai","North Indian, European, Mediterranean",1600,3,4.9,Excellent,expensive
Coal Barbecues,Chennai,"17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,"Velachery, Chennai","North Indian, Mediterranean, Asian, Arabian",1400,3,4.6,Excellent,expensive
Pind,Chennai,"2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,"Velachery, Chennai","North Indian, Chinese",900,2,4,Very Good,expensive
Kuchi n Kream,Coimbatore,"353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Gandhipuram,"Gandhipuram, Coimbatore","Cafe, Continental, Fast Food",800,3,4.6,Excellent,expensive
Haribhavanam Hotel,Coimbatore,"2, Bharathi Colony, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore","South Indian, Chettinad, North Indian",600,2,3.9,Good,average
Kites Cafe,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Cafe,400,2,3.8,Good,average
Zucca Pizzeria,Coimbatore,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Pizza,600,2,3.5,Good,average
Burger Ka Baap,Coimbatore,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Fast Food,500,2,4.3,Very Good,average
The Cascade Restaurant,Coimbatore,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Chinese,1200,3,4.1,Very Good,expensive
24 Plus Cafe & Restaurant,Coimbatore,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Podanur,"Podanur, Coimbatore","Continental, Fast Food, Desserts, Indian",450,2,3.8,Good,average
Valarmathi Kongunaatu Samayal,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","South Indian, Biryani",350,2,4.5,Excellent,average
Bird On Tree,Coimbatore,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","Continental, Chinese, Thai, Malaysian, North Indian",1200,3,3.8,Good,expensive
Tim's Bistro,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","North Indian, Continental",700,2,3.9,Good,expensive
Batlivala & Khanabhoy,Coimbatore,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","Parsi, North Indian",1200,3,4.2,Very Good,expensive
Cafe Totaram,Coimbatore,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","Cafe, Fast Food",600,2,4,Very Good,average
Cream Centre,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","North Indian, Chinese, Italian, Mexican",1000,3,4,Very Good,expensive
On The Go,Coimbatore,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","Italian, North Indian, Desserts",1500,4,4,Very Good,expensive
Sree Annapoorna,Coimbatore,"75, East Arokiasamy Road, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore","South Indian, North Indian, Chinese",400,2,4.3,Very Good,average
That's Y Food,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore","North Indian, Biryani",1400,3,4.2,Very Good,expensive
CakeBee,Coimbatore,"6/1, SRP Nagar, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore","Bakery, Desserts",350,2,4.9,Excellent,average
Yari,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore","North Indian, Chinese, Street Food",700,2,4.2,Very Good,expensive
Cream Stone,Coimbatore,"Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore","SMS Hotel, Peelamedu","SMS Hotel, Peelamedu, Coimbatore","Desserts, Ice Cream",300,1,4.3,Very Good,average
Barbeque Nation,Coimbatore,"6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",Town Hall,"Town Hall, Coimbatore","North Indian, European, Mediterranean",1400,3,4.4,Very Good,expensive
The Punjabi Essence Restaurant,Dehradun,"27 B, Near Premier Plaza, Rajpur Road, Chukkuwala, Dehradun",Chukkuwala,"Chukkuwala, Dehradun","North Indian, Chinese",800,3,3.6,Good,expensive
Tirupati Restaurant,Dehradun,"27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun",Chukkuwala,"Chukkuwala, Dehradun","South Indian, North Indian, Chinese",500,3,3.8,Good,average
Anandam,Dehradun,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun","Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,3,3.9,Good,average
Town Table Restaurant,Dehradun,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun","North Indian, Chinese, Continental",1000,4,3.9,Good,expensive
Kalsang Friends Corner,Dehradun,"88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun","Chinese, Thai, Tibetan",750,3,4.2,Very Good,expensive
The Great Indian Pub,Dehradun,"138/345, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",North Indian,1500,4,4.9,Excellent,expensive
BMG - All Day Dining,Dehradun,"140 A, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun","Chinese, North Indian, Fast Food",0,1,4.3,Very Good,cheap
Punjab Grill,Dehradun,"Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun","Mughlai, North Indian",1250,4,4,Very Good,expensive
TBistro,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun","North Indian, Chinese",550,3,3.8,Good,average
Y Cafe & Restaurant,Dehradun,"Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",Cafe,500,3,4,Very Good,average
Eddie's Patisserie,Dehradun,"102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun",Krishna Nagar,"Krishna Nagar, Dehradun",Bakery,350,2,4.1,Very Good,average
First Gear Cafe,Dehradun,"Khala Gaon, Near Shiv Mandir, Malsi, Dehradun",Malsi,"Malsi, Dehradun","Cafe, Chinese",700,3,3.9,Good,expensive
Dunkin Donuts,Dehradun,"UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun","Pacific Mall, Jakhan","Pacific Mall, Jakhan, Dehradun","Burger, Desserts",600,3,3.9,Good,average
Doon Darbar,Dehradun,"43, Gandhi Road, Paltan Bazaar, Dehradun",Paltan Bazaar,"Paltan Bazaar, Dehradun","North Indian, Mughlai",600,3,3.9,Good,average
Razzmatazz,Dehradun,"5, Pritam Road, Dalanwala, Near Race Course, Dehradun",Race Course,"Race Course, Dehradun",Cafe,400,2,3.9,Good,average
Barbeque Nation,Dehradun,"Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun","North Indian, Mediterranean, Asian, Chinese",1600,4,4.4,Very Good,expensive
Black Pepper Restaurant,Dehradun,"3, Astley Hall, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun","North Indian, Chinese",1200,4,4,Very Good,expensive
Cafe Marigold,Dehradun,"Near Shehanshahi Ashram, Old Mussorie Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun","Cafe, Chinese, Fast Food",500,3,4.1,Very Good,average
Jalapenos,Dehradun,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun","Cafe, Mexican",500,3,4.2,Very Good,average
Kalsang AMA Cafe,Dehradun,"88, Opposite Osho, Chander Lok Colony, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",Cafe,600,3,4.2,Very Good,average
Desire Foods,Faridabad,"G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad","Chinese, Fast Food, Bakery",250,1,2.9,Average,cheap
Knight Rock,Faridabad,"11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad","North Indian, Chinese",500,2,2.8,Average,average
